"employee_id","course_number","course_name","course_credit_type","power_school_number","school_number","campus","campus_type","work_start_date","work_end_date","leave_start_date","leave_end_date","fmla_days_out","missing_begining_start_date","missing_begining_end_date","missing_begining_days_out","missing_ending_start_date","missing_ending_end_date","missing_ending_days_out","total_days_out"
12352,"x02620010","Reading, Grade 1","ELA",108807120,108807120,"Carver","Academy",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
18798,"x02620020","Reading, Grade 2","ELA",108807120,108807120,"Carver","Academy",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
68837,"x02630010","English Language Arts, Grade 1","ELA",108807120,108807120,"Carver","Academy",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
20600,"x02630020","English Language Arts, Grade 2","ELA",108807120,108807120,"Carver","Academy",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
20600,"x02630030","English Language Arts, Grade 3","ELA",108807120,108807120,"Carver","Academy",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23750,"x02630040","English Language Arts, Grade 4","ELA",108807120,108807120,"Carver","Academy",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
14860,"x02630050","English Language Arts, Grade 5","ELA",108807120,108807120,"Carver","Academy",2023-07-10,2024-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23414,"x02640010","Mathematics, Grade 1","MATH",108807120,108807120,"Carver","Academy",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
86726,"x02640020","Mathematics, Grade 2","MATH",108807120,108807120,"Carver","Academy",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15690,"x02640030","Mathematics, Grade 3","MATH",108807120,108807120,"Carver","Academy",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
69786,"x02640040","Mathematics, Grade 4","MATH",108807120,108807120,"Carver","Academy",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
88500,"x02640050","Mathematics, Grade 5","MATH",108807120,108807120,"Carver","Academy",2023-08-01,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23414,"x02650100","Science, Grade 1","SCI",108807120,108807120,"Carver","Academy",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
12352,"x02650100","Science, Grade 1","SCI",108807120,108807120,"Carver","Academy",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
68837,"x02650100","Science, Grade 1","SCI",108807120,108807120,"Carver","Academy",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
18798,"x02650200","Science, Grade 2","SCI",108807120,108807120,"Carver","Academy",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
86726,"x02650200","Science, Grade 2","SCI",108807120,108807120,"Carver","Academy",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
20600,"x02650200","Science, Grade 2","SCI",108807120,108807120,"Carver","Academy",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
91945,"x02650400","Science, Grade 4","SCI",108807120,108807120,"Carver","Academy",2023-08-01,2024-05-30,2024-02-22,2024-05-31,99,NA,NA,NA,NA,NA,NA,99
61601,"x02650500","Science, Grade 5","SCI",108807120,108807120,"Carver","Academy",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
18798,"x02660020","Social Studies, Grade 2","SS",108807120,108807120,"Carver","Academy",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
86726,"x02660020","Social Studies, Grade 2","SS",108807120,108807120,"Carver","Academy",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
20600,"x02660020","Social Studies, Grade 2","SS",108807120,108807120,"Carver","Academy",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87368,"x02660030","Social Studies, Grade 3","SS",108807120,108807120,"Carver","Academy",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
91945,"x02660040","Social Studies, Grade 4","SS",108807120,108807120,"Carver","Academy",2023-08-01,2024-05-30,2024-02-22,2024-05-31,99,NA,NA,NA,NA,NA,NA,99
86717,"x02660050","Social Studies, Grade 5","SS",108807120,108807120,"Carver","Academy",2023-08-01,2024-05-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
12365,"x03100600","Algebra 2","MATH",108807002,108807002,"Quest","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
61374,"x13020200","Principles of Health Science","SCI",108807002,108807002,"Quest","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
12529,"xA100200","AP Statistics","MATH",108807002,108807002,"Quest","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
17477,"xA3010200","AP Biology","SCI",108807002,108807002,"Quest","College Prep",2023-07-31,2024-05-27,2024-05-16,2024-06-30,45,NA,NA,NA,NA,NA,NA,45
89798,"xA3040000","AP Chemistry","SCI",108807002,108807002,"Quest","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
12529,"xA3100100","AP Precalculus","MATH",108807002,108807002,"Quest","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
12529,"xA3100101","AP Calculus AB","MATH",108807002,108807002,"Quest","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
12529,"xA3100102","AP Calculus BC","MATH",108807002,108807002,"Quest","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23077,"xA3220100","AP English Language and Composition","ELA",108807002,108807002,"Quest","College Prep",2023-07-31,2024-05-27,2024-01-02,2024-03-25,83,NA,NA,NA,NA,NA,NA,83
14956,"xA3220200","AP English Literature and Composition","ELA",108807002,108807002,"Quest","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
17680,"xA3310300","AP Microeconomics","SS",108807002,108807002,"Quest","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
17680,"xA3330100","AP U.S. Government","SS",108807002,108807002,"Quest","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
12410,"xA3340100","AP US History","SS",108807002,108807002,"Quest","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
14956,"xA3340200","AP European History","SS",108807002,108807002,"Quest","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
12279,"xA3360100","AP Human Geography","SS",108807002,108807002,"Quest","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
93760,"xA3370100","AP World History","SS",108807002,108807002,"Quest","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
17680,"xA3580110","AP Computer Science A - Math","SCI",108807002,108807002,"Quest","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
17680,"xA3580300","AP Computer Science Principles","SCI",108807002,108807002,"Quest","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
84204,"xADV0310060","Advanced Algebra 2","MATH",108807002,108807002,"Quest","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7949,"xADV0310070","Advanced Geometry","MATH",108807002,108807002,"Quest","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
11397,"xPAP0301020","Pre-AP Biology","SCI",108807002,108807002,"Quest","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
89798,"xPAP0304000","Pre-AP Chemistry","SCI",108807002,108807002,"Quest","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
94536,"xPAP0322010","Pre-AP English I","ELA",108807002,108807002,"Quest","College Prep",2023-08-21,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
11312,"xPAP0322020","Pre-AP English II","ELA",108807002,108807002,"Quest","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23157,"x03060200","Earth and Space Science","SCI",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
68883,"x03060201","Integrated Physics and Chemistry","SCI",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8503,"x03101100","Precalculus","MATH",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
18709,"x03102400","Mathematical Models With Applications","MATH",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
20562,"x03220300","English III","ELA",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
22455,"x03220400","English IV","ELA",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25514,"x03310300S","Economics (EC/FE, Semester)","SS",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25514,"x90000915","U.S. Government ","SS",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87984,"x03340100","US History","SS",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
18709,"x3100600OR","College Algebra","MATH",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
83996,"x85000918","Content Literacy-Mathematics I","MATH",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
18709,"xA100200","AP Statistics","MATH",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23157,"xA3010200","AP Biology","SCI",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23157,"xA3020000","AP Environmental Science","SCI",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
68883,"xA3050003","AP Physics 1","SCI",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8503,"xA3100100","AP Precalculus","MATH",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8503,"xA3100101","AP Calculus AB","MATH",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
20562,"xA3220100","AP English Language and Composition","ELA",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
22455,"xA3220200","AP English Literature and Composition","ELA",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
22455,"xA3220200d","AP English Literature/Dual Enrollment","ELA",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25514,"xA3310300","AP Microeconomics","SS",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25514,"xA3330100","AP U.S. Government","SS",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87984,"xA3340100","AP US History","SS",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
16921,"xA3360100","AP Human Geography","SS",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23636,"xA3370100","AP World History","SS",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
101107,"xA3580300","AP Computer Science Principles","SCI",108807009,108807009,"Edinburg","College Prep",2024-03-04,2024-05-27,NA,NA,NA,2023-09-01,2024-03-03,184,NA,NA,NA,184
68883,"xADV0305000","Advanced Physics","SCI",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
83996,"xADV0310060","Advanced Algebra 2","MATH",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
91325,"xADV0310070","Advanced Geometry","MATH",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
89444,"xN1302109","Principles of Nursing Science","SCI",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
60309,"xPAP0301020","Pre-AP Biology","SCI",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23946,"xPAP0304000","Pre-AP Chemistry","SCI",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
84333,"xPAP0322010","Pre-AP English I","ELA",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
69839,"xPAP0322020","Pre-AP English II","ELA",108807009,108807009,"Edinburg","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
12268,"x03580300","Computer Science II","SCI",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25376,"x13037400","Practicum in STEM","SCI",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
69913,"x13037400","Practicum in STEM","SCI",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
60380,"xA100200","AP Statistics","MATH",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
3845,"xA3010200","AP Biology","SCI",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10753,"xA3020000","AP Environmental Science","SCI",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
86083,"xA3050003","AP Physics 1","SCI",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
9118,"xA3100100","AP Precalculus","MATH",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,2023-08-04,2023-11-29,117,NA,NA,NA,NA,NA,NA,117
95210,"xA3220100","AP English Language and Composition","ELA",108807006,108807006,"San Juan","College Prep",2023-10-30,2024-05-27,NA,NA,NA,2023-09-01,2023-10-29,58,NA,NA,NA,58
91568,"xA3220200","AP English Literature and Composition","ELA",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10443,"xA3310300","AP Microeconomics","SS",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10443,"xA3330100","AP U.S. Government","SS",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8973,"xA3340100","AP US History","SS",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
69121,"xA3360100","AP Human Geography","SS",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23091,"xA3370100","AP World History","SS",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
12268,"xA3580300","AP Computer Science Principles","SCI",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
22087,"xADV0310050","Advanced Algebra 1","MATH",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
91114,"xADV0310060","Advanced Algebra 2","MATH",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
94698,"xADV0310070","Advanced Geometry","MATH",108807006,108807006,"San Juan","College Prep",2023-09-05,2024-05-27,NA,NA,NA,2023-09-01,2023-09-04,3,NA,NA,NA,3
9922,"xPAP0301020","Pre-AP Biology","SCI",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
21765,"xPAP0304000","Pre-AP Chemistry","SCI",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
91660,"xPAP0322010","Pre-AP English I","ELA",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
12992,"xPAP0322020","Pre-AP English II","ELA",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87222,"x03220107","English I ","ELA",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87222,"x03100507","Algebra I ","MATH",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87222,"x03010207","Biology ","SCI",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87222,"x03320107","World Geography ","SS",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87222,"x03220307","English III ","ELA",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87222,"x03100707","Geometry ","MATH",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87222,"x03050007","Physics ","SCI",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87222,"x03340107","U.S. History ","SS",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87222,"x03220207","English II ","ELA",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87222,"x03100607","Algebra II ","MATH",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87222,"x03340407","World History ","SS",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87222,"x03040007","Chemistry ","SCI",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87222,"x90000913","English IV ","ELA",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87222,"x03102500","Ind Study Math (First Time) Full Yr","MATH",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87222,"x130230007","Food Science ","SCI",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87222,"x90000915","U.S. Government ","SS",108807006,108807006,"San Juan","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
94326,"xA3360100","AP Human Geography","SS",108807028,108807028,"Brackenridge","College Prep",2023-08-07,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87120,"xA3580300","AP Computer Science Principles","SCI",108807028,108807028,"Brackenridge","College Prep",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
101066,"xADV0310070","Advanced Geometry","MATH",108807028,108807028,"Brackenridge","College Prep",2024-02-26,2024-05-30,NA,NA,NA,2023-09-01,2024-02-25,177,NA,NA,NA,177
87306,"xPAP0301020","Pre-AP Biology","SCI",108807028,108807028,"Brackenridge","College Prep",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
70042,"xPAP0322010","Pre-AP English I","ELA",108807028,108807028,"Brackenridge","College Prep",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
94287,"xADV0310070","Advanced Geometry","MATH",108807028,108807028,"Brackenridge","College Prep",2023-08-07,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87407,"xPAP0301020","Pre-AP Biology","SCI",108807028,108807028,"Brackenridge","College Prep",2023-08-01,2024-05-30,2023-09-10,2023-11-13,64,NA,NA,NA,NA,NA,NA,64
21985,"xA3310300Y","AP Microeconomics (Year-Long)","SS",108807014,108807014,"Riverview","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
24934,"xADV0310110","Advanced Precalculus","MATH",108807014,108807014,"Riverview","College Prep",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
94147,"xA3370100","AP World History","SS",108807028,108807028,"Brackenridge","College Prep",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
101066,"xADV0310060","Advanced Algebra 2","MATH",108807028,108807028,"Brackenridge","College Prep",2024-02-26,2024-05-30,NA,NA,NA,2023-09-01,2024-02-25,177,NA,NA,NA,177
92750,"xPAP0322020","Pre-AP English II","ELA",108807028,108807028,"Brackenridge","College Prep",2023-08-01,2024-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
86652,"x02620001","Reading, Kindergarten","ELA",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8452,"x02620001","Reading, Kindergarten","ELA",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8168,"x02620001","Reading, Kindergarten","ELA",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25445,"x02620001","Reading, Kindergarten","ELA",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23466,"x02620010","Reading, Grade 1","ELA",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
7614,"x02620010","Reading, Grade 1","ELA",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,2024-01-22,2024-04-22,91,NA,NA,NA,NA,NA,NA,91
23096,"x02620020","Reading, Grade 2","ELA",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
17765,"x02620020","Reading, Grade 2","ELA",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8452,"x02630001","English Language Arts, Kindergarten","ELA",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
86652,"x02630001","English Language Arts, Kindergarten","ELA",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8168,"x02630001","English Language Arts, Kindergarten","ELA",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25445,"x02630001","English Language Arts, Kindergarten","ELA",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
19303,"x02630010","English Language Arts, Grade 1","ELA",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23096,"x02630020","English Language Arts, Grade 2","ELA",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
17765,"x02630020","English Language Arts, Grade 2","ELA",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
84540,"x02630030","English Language Arts, Grade 3","ELA",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15313,"x02630030","English Language Arts, Grade 3","ELA",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
69908,"x02630040","English Language Arts, Grade 4","ELA",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
69820,"x02630040","English Language Arts, Grade 4","ELA",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
84622,"x02630050","English Language Arts, Grade 5","ELA",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
86652,"x02640005","Mathematics, Kindergarten","MATH",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8452,"x02640005","Mathematics, Kindergarten","MATH",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
25445,"x02640005","Mathematics, Kindergarten","MATH",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
8168,"x02640005","Mathematics, Kindergarten","MATH",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10836,"x02640010","Mathematics, Grade 1","MATH",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
16755,"x02640020","Mathematics, Grade 2","MATH",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
69924,"x02640030","Mathematics, Grade 3","MATH",108807104,108807104,"Mission","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
