"employee_id","course_number","course_name","course_credit_type","power_school_number","school_number","campus","campus_type","work_start_date","work_end_date","leave_start_date","leave_end_date","fmla_days_out","missing_begining_start_date","missing_begining_end_date","missing_begining_days_out","missing_ending_start_date","missing_ending_end_date","missing_ending_days_out","total_days_out"
95506,"xADV0306080","Advanced Science, Grade 8-Composite","SCI",109907001,108807038,"Pflugerville","College Prep",2023-12-11,2024-05-28,NA,NA,NA,2023-09-01,2023-12-10,100,NA,NA,NA,100
93967,"xADV0310300","Advanced Mathematics, Grade 7 Pre-Algebr","MATH",109907001,108807038,"Pflugerville","College Prep",2023-07-31,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
92477,"xADV0310310","Advanced Mathematics, Grade 8-Algebra I","MATH",109907001,108807038,"Pflugerville","College Prep",2023-07-31,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
95507,"xADV0320054","Advanced English Language Arts, Grade 7","ELA",109907001,108807038,"Pflugerville","College Prep",2023-12-11,2024-05-28,NA,NA,NA,2023-09-01,2023-12-10,100,NA,NA,NA,100
91444,"xADV0320055","Advanced English Language Arts, Grade 8","ELA",109907001,108807038,"Pflugerville","College Prep",2023-07-31,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
92978,"xADV0334300","Advanced Social Studies, Grade 7-Texas H","SS",109907001,108807038,"Pflugerville","College Prep",2023-07-31,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
87479,"xADV0334310","Advanced Social Studies, Gr 8-U.S. Histo","SS",109907001,108807038,"Pflugerville","College Prep",2023-07-31,2024-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
86673,"x02620001","Reading, Kindergarten","ELA",108807189,108807189,"Los Encinos","Academy",2023-07-31,2024-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
86336,"x02620001","Reading, Kindergarten","ELA",108807184,108807184,"Edgemere","Academy",2023-07-27,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
86326,"x02620001","Reading, Kindergarten","ELA",108807184,108807184,"Edgemere","Academy",2023-07-27,2024-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
