School Year,Category,Department,Internal Role,Req ID,Opening Type,Status,Job Title,Req Openings,Req Remaining Openings,Location,Region,Job Type,JOB_MOST_RECENT_OPEN_DATE,JOB_FILLED_ON,Position Control Number
2023-2024,Headquarters,Information Systems,Chief of Staff,2023-7739,Mid-Year Vacancy,Filled,Chief of Staff to the Chief Information Officer (Immediate Opening),1,0,Headquarters-Rio Grande Valley,"Headquarters - Rio Grande Valley, TX",Full-Time,9/29/2023,11/29/2023,91549
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher: Academy,2023-7740,Mid-Year Vacancy,Filled,Kinder Co-Teacher - IDEA Donna Academy (Immediate Opening),1,0,IDEA Donna Academy,"Mid Rio Grande Valley, TX",Full-Time,10/25/2023,11/6/2023,93245
2023-2024,Instructional,Administrative Support,Testing Coordinator (Shared),2023-7741,Mid-Year Vacancy,Filled,Testing Coordinator - IDEA River Bluff (Immediate Opening),1,0,IDEA River Bluff,"Jacksonville, FL",Full-Time,9/12/2023,9/25/2023,2886
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2023-7743,Mid-Year Vacancy,Filled,1st grade ELA Teacher - IDEA Achieve Academy (Immediate Opening),1,0,IDEA Achieve Academy,"Tarrant County, TX",Full-Time,9/12/2023,9/19/2023,88037
2023-2024,Headquarters,Finance,Not Applicable,2023-7747,Mid-Year Vacancy,Filled,Director of Competitive Grants (Immediate Opening),1,0,Austin Regional Office,"Greater Austin, TX",Full-Time,9/26/2023,11/3/2023,99249
2023-2024,Instructional,Teaching - Math,Teacher: 6-8 Math,2023-7748,Mid-Year Vacancy,Filled,7th grade Pre-Algebra Teacher - IDEA Burke College Prep (Immediate Opening),1,0,IDEA Burke College Prep,"San Antonio, TX",Full-Time,9/12/2023,9/27/2023,98795
2023-2024,Instructional,Teaching - Other,Teacher (College Prep): Interventionist,2023-7749,Mid-Year Vacancy,Filled,Interventionist Teacher - IDEA Burke College Prep (Immediate Opening),1,0,IDEA Burke College Prep,"San Antonio, TX",Full-Time,9/12/2023,9/27/2023,96582
2023-2024,Operations,Technology Operations,Campus Computer Technician (Shared),2023-7750,Mid-Year Vacancy,Filled,Campus Computer Technician-IDEA HQ Permian Basin (Immediate Opening),1,0,IDEA Travis,"Permian Basin, TX",Full-Time,12/8/2023,12/12/2023,20166
2023-2024,Instructional,Teaching - Other,Teacher: AVID or Other,2023-7751,Mid-Year Vacancy,Filled,RTTC Teacher - IDEA Monterrey Park College Prep (Immediate Opening),1,0,IDEA Monterrey Park College Prep,"San Antonio, TX",Full-Time,9/12/2023,10/24/2023,97115
2023-2024,Instructional,Teaching - Other,Teacher: Spanish,2023-7753,Mid-Year Vacancy,Filled,Spanish Teacher - IDEA Monterrey Park College Prep (Immediate Opening),1,0,IDEA Monterrey Park College Prep,"San Antonio, TX",Full-Time,9/14/2023,9/28/2023,96521
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2023-7754,Mid-Year Vacancy,Filled,4th grade ELA Teacher - IDEA Walzem Academy (Immediate Opening),1,0,IDEA Walzem Academy,"San Antonio, TX",Full-Time,9/12/2023,9/20/2023,93650
2023-2024,Instructional,Teaching - Science,Teacher: 6-8 Science,2023-7755,Mid-Year Vacancy,Filled,6th/7th grade Science Pre-AP Teacher - IDEA Monterrey Park College Prep (Immediate Opening),1,0,IDEA Monterrey Park College Prep,"San Antonio, TX",Full-Time,9/12/2023,10/3/2023,92349
2023-2024,Instructional,CTE Role,CTE Campus Role,2023-7756,Mid-Year Vacancy,Filled,CTE Touch System Data Entry and Professional Communication Teacher - IDEA La Joya College Prep (Immediate Opening),1,0,IDEA La Joya College Prep,"Upper Rio Grande Valley, TX",Full-Time,9/13/2023,9/28/2023,101690
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-7757,Mid-Year Vacancy,Filled,Food Service Specialist- IDEA Rundberg (Immediate Opening),1,0,IDEA Rundberg,"Greater Austin, TX",Full-Time,10/31/2023,11/6/2023,90452
2023-2024,Instructional,School Lead Team,API (Academy),2023-7758,Mid-Year Vacancy,Filled,Assistant Principal of Instruction - IDEA Montopolis Academy (Immediate Opening),1,0,IDEA Montopolis Academy,"Greater Austin, TX",Full-Time,9/12/2023,10/6/2023,95773
2023-2024,Instructional,Para-Professional - Special Education,Co-Teacher (Academy): RISE,2023-7759,Mid-Year Vacancy,Filled,Special Education RISE Co-Teacher - IDEA Bluff Springs Academy (Immediate Opening),1,0,IDEA Bluff Springs Academy,"Greater Austin, TX",Full-Time,9/19/2023,1/16/2024,95839
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2023-7760,Mid-Year Vacancy,Filled,2nd grade ELA Teacher - IDEA Najim Academy (Immediate Opening),1,0,IDEA Harvey E. Najim Academy,"San Antonio, TX",Full-Time,9/12/2023,10/25/2023,88235
2023-2024,Operations,Information Systems,Registrar (Shared),2023-7761,Mid-Year Vacancy,Filled,Registrar - IDEA La Joya (Immediate Opening),1,0,IDEA La Joya,"Upper Rio Grande Valley, TX",Full-Time,9/13/2023,10/19/2023,100118
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher: Academy,2023-7762,Mid-Year Vacancy,Filled,Kindergarten Co-Teacher - IDEA Rio Vista Academy (Immediate Opening),1,0,IDEA Rio Vista Academy,"El Paso, TX",Full-Time,9/12/2023,10/5/2023,96011
2023-2024,Operations,Facilities and Construction,Facilities Manager (Shared),2023-7763,Mid-Year Vacancy,Filled,Facilities Manager - IDEA Bassett (Immediate Opening),1,0,IDEA Bassett,"Jacksonville, FL",Full-Time,9/13/2023,10/11/2023,2175
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2023-7764,Mid-Year Vacancy,Filled,2nd grade ELA Teacher - IDEA Eastside Academy (Immediate Opening),1,0,IDEA Eastside Academy,"San Antonio, TX",Full-Time,9/14/2023,9/20/2023,96677
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2023-7765,Mid-Year Vacancy,Filled,4th Grade ELA Teacher - IDEA Edgemere Academy (Immediate Opening),1,0,IDEA Edgemere Academy,"El Paso, TX",Full-Time,9/12/2023,9/22/2023,96616
2023-2024,Instructional,School Lead Team,College Counselor (College Prep),2023-7766,Mid-Year Vacancy,Filled,College Counselor - IDEA Kyle College Prep (Immediate Opening),1,0,IDEA Kyle College Prep,"Greater Austin, TX",Full-Time,9/18/2023,10/11/2023,99846
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher: Academy,2023-7772,Mid-Year Vacancy,Filled,2nd Grade ELA Co-Teacher - IDEA Achieve Academy (Immediate Opening),1,0,IDEA Achieve Academy,"Tarrant County, TX",Full-Time,9/18/2023,10/4/2023,94312
2023-2024,Operations,Receptionist,Receptionist (Shared),2023-7773,Mid-Year Vacancy,Filled,Receptionist - IDEA Eastside (Immediate Opening),1,0,IDEA Eastside,"San Antonio, TX",Full-Time,11/28/2023,12/14/2023,91442
2023-2024,Instructional,Para-Professional - Special Education,Co-Teacher (College Prep): RISE,2023-7775,Mid-Year Vacancy,Filled,Special Education RISE Co-Teacher - IDEA Horizon Vista College Prep (Immediate Opening),1,0,IDEA Horizon Vista College Prep,"El Paso, TX",Full-Time,9/13/2023,10/26/2023,101872
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher (Academy): AR/Hot Spot CT,2023-7783,Mid-Year Vacancy,Filled,AR Zone Facilitator - IDEA Sports Park Academy (Immediate Opening),1,0,IDEA Sports Park Academy,"Lower Rio Grande Valley, TX",Full-Time,9/13/2023,9/26/2023,100020
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-7786,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Bluff Springs (Immediate Opening),1,0,IDEA Bluff Springs,"Greater Austin, TX",Full-Time,9/13/2023,12/5/2023,90227
2023-2024,Operations,Operations Leadership,Not Applicable,2023-7787,Mid-Year Vacancy,Filled,National School Safety Compliance Manager - (Immediate Opening),1,0,Headquarters-Rio Grande Valley,"Headquarters - Rio Grande Valley, TX",Full-Time,9/14/2023,10/19/2023,94570
2023-2024,Instructional,Teaching - Other,Teacher (Shared): Interventionist,2023-7788,Mid-Year Vacancy,Filled,Restorative Interventionist Teacher - IDEA Hardy (Immediate Opening),1,0,IDEA Hardy,"Greater Houston, TX",Full-Time,9/18/2023,10/30/2023,95950
2023-2024,Instructional,Teaching - Other,Teacher (Shared): Interventionist,2023-7789,Mid-Year Vacancy,Filled,Restorative Interventionist Teacher - IDEA Spears (Immediate Opening),1,0,IDEA Spears,"Greater Houston, TX",Full-Time,10/13/2023,10/27/2023,95043
2023-2024,Instructional,Teaching - Other,Teacher (Shared): Interventionist,2023-7790,Mid-Year Vacancy,Filled,Restorative Interventionist Teacher - IDEA Lake Houston (Immediate Opening),1,0,IDEA Lake Houston,"Greater Houston, TX",Full-Time,9/18/2023,11/16/2023,102657
2023-2024,Operations,Facilities and Construction,Custodian (Shared),2023-7791,Mid-Year Vacancy,Filled,Custodian - IDEA Hardy (Immediate Opening),1,0,IDEA Hardy,"Greater Houston, TX",Full-Time,9/13/2023,9/27/2023,98623
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2023-7792,Mid-Year Vacancy,Filled,2nd grade ELA Teacher - IDEA Tres Lagos Academy (Immediate Opening),1,0,IDEA Tres Lagos Academy,"Upper Rio Grande Valley, TX",Full-Time,9/13/2023,10/2/2023,93133
2023-2024,Operations,Facilities and Construction,Night Custodian (Shared),2023-7793,Mid-Year Vacancy,Filled,Night Custodian - IDEA McAllen (Immediate Opening),1,0,IDEA McAllen,"Upper Rio Grande Valley, TX",Full-Time,9/13/2023,9/27/2023,91006
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-7799,Mid-Year Vacancy,Filled,Food Service Specialist Substitute - IDEA Walzem (Immediate Opening),1,0,IDEA Walzem,"San Antonio, TX",Full-Time,9/13/2023,11/13/2023,102635
2023-2024,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2023-7800,Mid-Year Vacancy,Filled,Food Service Specialist Substitute - IDEA Harvey E. Najim (Immediate Opening),1,0,IDEA Harvey E. Najim,"San Antonio, TX",Part-Time,9/13/2023,10/17/2023,102360
2023-2024,Instructional,Teaching - Other,Teacher (College Prep): PE,2023-7802,Mid-Year Vacancy,Filled,PE Teacher- IDEA Pflugerville College Prep (Immediate Opening),1,0,IDEA Pflugerville College Prep,"Greater Austin, TX",Full-Time,9/14/2023,12/8/2023,92043
2023-2024,Operations,Health,Licensed Practical Nurse,2023-7803,Mid-Year Vacancy,Filled,Licensed Practical Nurse - IDEA Harlingen (Immediate Opening),1,0,IDEA Harlingen,"Lower Rio Grande Valley, TX",Full-Time,11/1/2023,11/2/2023,101293
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 1-5 ELA,2023-7804,Mid-Year Vacancy,Filled,4th grade Writing Teacher - IDEA Rise Academy (Immediate Opening),1,0,IDEA Rise Academy,"Tarrant County, TX",Full-Time,9/14/2023,10/2/2023,97587
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 9-12 ELA,2023-7805,Mid-Year Vacancy,Filled,English II Pre-AP Teacher - IDEA Rise College Prep (Immediate Opening),1,0,IDEA Rise College Prep,"Tarrant County, TX",Full-Time,9/20/2023,9/21/2023,95163
2023-2024,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2023-7806,Mid-Year Vacancy,Filled,Food Service Specialist Substitute - IDEA Judson (Immediate Opening),1,0,IDEA Judson,"San Antonio, TX",Part-Time,9/13/2023,10/4/2023,102639
2023-2024,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2023-7808,Mid-Year Vacancy,Filled,Food Service Specialist Substitute - IDEA Converse (Immediate Opening),1,0,IDEA Converse,"San Antonio, TX",Part-Time,10/17/2023,11/30/2023,102359
2023-2024,Operations,Child Nutrition Program,Cafeteria Assistant Manager (Shared),2023-7812,Mid-Year Vacancy,Filled,Cafeteria Assistant Manager - IDEA McAllen (Immediate Opening),1,0,IDEA McAllen,"Upper Rio Grande Valley, TX",Full-Time,9/13/2023,9/29/2023,94708
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher (Academy): AR/Hot Spot CT,2023-7813,Mid-Year Vacancy,Filled,iLearning HotSpot Facilitator - IDEA Spears Academy (Immediate Opening),1,0,IDEA Spears Academy,"Greater Houston, TX",Full-Time,9/14/2023,10/12/2023,97472
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 6-8 ELA,2023-7814,Mid-Year Vacancy,Filled,7th grade ELA Pre-AP Teacher - IDEA Robinson College Prep (Immediate Opening),1,0,IDEA Robinson College Prep,"San Antonio, TX",Full-Time,9/14/2023,9/26/2023,99943
2023-2024,Operations,Business/Finance,Business Clerk (Shared),2023-7816,Mid-Year Vacancy,Filled,Business Clerk - IDEA Headquarters Rio Grande Valley (Immediate Opening),1,0,Headquarters-Rio Grande Valley,"Headquarters - Rio Grande Valley, TX",Full-Time,9/13/2023,10/12/2023,102441
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 6-8 ELA,2023-7819,Mid-Year Vacancy,Filled,7th Grade ELA Teacher-IDEA Travis College Prep (Immediate Opening),1,0,IDEA Travis College Prep,"Permian Basin, TX",Full-Time,9/14/2023,9/26/2023,20118
2023-2024,Operations,Child Nutrition Program,Food Service Specialist Substitute (Shared),2023-7820,Mid-Year Vacancy,Filled,Food Service Specialist Substitute - IDEA Mesquite Hills (Immediate Opening),1,0,IDEA Mesquite Hills,"El Paso, TX",Part-Time,9/14/2023,10/10/2023,97733
2023-2024,Instructional,Para-Professional - General Education,Co-Teacher: Academy,2023-7822,Mid-Year Vacancy,Filled,DI Co-Teacher - IDEA Valley View Academy (Immediate Opening),1,0,IDEA Valley View Academy,"Cincinnati, OH",Full-Time,9/14/2023,11/17/2023,3017
2023-2024,Instructional,Teaching - Special Education,Teacher (College Prep): SpEd RISE,2023-7823,Mid-Year Vacancy,Filled,Exceptional Student Education RISE Teacher - IDEA Hope College Prep (Immediate Opening),1,0,IDEA Hope College Prep,"Tampa Bay, FL",Full-Time,9/15/2023,12/5/2023,2506
2023-2024,Instructional,Para-Professional - Special Education,Co-Teacher (College Prep): SpEd,2023-7826,Mid-Year Vacancy,Filled,Special Education Co-Teacher - IDEA Carver College Prep (Immediate Opening),1,0,IDEA Carver College Prep,"San Antonio, TX",Full-Time,9/14/2023,9/20/2023,98886
2023-2024,Instructional,Para-Professional - Special Education,Co-Teacher (Academy): RISE,2023-7828,Mid-Year Vacancy,Filled,Special Education RISE Co-Teacher - IDEA Ewing Academy (Immediate Opening),1,0,IDEA Ewing Halsell Academy,"San Antonio, TX",Full-Time,9/14/2023,9/28/2023,100721
2023-2024,Instructional,Para-Professional - Special Education,Co-Teacher (Academy): RISE,2023-7829,Mid-Year Vacancy,Filled,Special Education RISE Co-Teacher - IDEA Hidden Meadow Academy (Immediate Opening),1,0,IDEA Hidden Meadow Academy,"San Antonio, TX",Full-Time,9/14/2023,11/16/2023,94936
2023-2024,Instructional,Teaching - Special Education,Teacher (Academy): SpEd RISE,2023-7832,Mid-Year Vacancy,Filled,Special Education RISE Teacher - IDEA Ingram Hills Academy (Immediate Opening),1,0,IDEA Ingram Hills Academy,"San Antonio, TX",Full-Time,9/14/2023,9/26/2023,95312
2023-2024,Instructional,Teaching - Special Education,Teacher (College Prep): SpEd RISE,2023-7833,Mid-Year Vacancy,Filled,Special Education RISE Teacher - IDEA Edgecliff College Prep (Immediate Opening),1,0,IDEA Edgecliff College Prep,"Tarrant County, TX",Full-Time,9/15/2023,10/13/2023,100562
2023-2024,Instructional,Teaching - Special Education,Teacher (Academy): SpEd RISE,2023-7834,Mid-Year Vacancy,Filled,Special Education RISE Teacher - IDEA Walzem Academy (Immediate Opening),1,0,IDEA Walzem Academy,"San Antonio, TX",Full-Time,9/14/2023,4/5/2024,89520
2023-2024,Operations,Information Systems,Registrar (Shared),2023-7836,Mid-Year Vacancy,Filled,Registrar - IDEA Harlingen (Immediate Opening),1,0,IDEA Harlingen,"Lower Rio Grande Valley, TX",Full-Time,9/14/2023,9/29/2023,99431
2023-2024,Instructional,Para-Professional - Special Education,Co-Teacher (Academy): RISE,2023-7838,Mid-Year Vacancy,Filled,Special Education RISE Co-Teacher - IDEA Kyle Academy (Immediate Opening),1,0,IDEA Kyle Academy,"Greater Austin, TX",Full-Time,9/18/2023,9/21/2023,101600
2023-2024,Instructional,Teaching - English Language Arts,Teacher: 6-8 ELA,2023-7839,Mid-Year Vacancy,Filled,8th Grade ELA Teacher - IDEA Kyle College Prep (Immediate Opening),1,0,IDEA Kyle College Prep,"Greater Austin, TX",Full-Time,9/14/2023,9/28/2023,94103
2023-2024,Instructional,Teaching - Math,Teacher: 9-12 Math,2023-7841,Mid-Year Vacancy,Filled,Geometry Pre-AP Teacher - IDEA San Juan College Prep (Immediate Opening),1,0,IDEA San Juan College Prep,"Mid Rio Grande Valley, TX",Full-Time,9/14/2023,10/2/2023,88967
2023-2024,Operations,Operations Leadership,APO (Shared),2023-7842,Mid-Year Vacancy,Filled,Assistant Principal of Operations - IDEA Price Hill (Immediate Opening),1,0,IDEA Price Hill,"Cincinnati, OH",Full-Time,9/14/2023,10/13/2023,2018
2023-2024,Instructional,Para-Professional - Special Education,Co-Teacher (College Prep): RISE,2023-7846,Mid-Year Vacancy,Filled,Special Education RISE Co-Teacher - IDEA Hardy College Prep (Immediate Opening),1,0,IDEA Hardy College Prep,"Greater Houston, TX",Full-Time,9/14/2023,9/19/2023,102542
2023-2024,Instructional,Teaching - Special Education,Teacher (Academy): Cooperating SpEd,2023-7847,Mid-Year Vacancy,Filled,Cooperating Special Education Teacher - IDEA Pflugerville Academy (Immediate Opening),1,0,IDEA Pflugerville Academy,"Greater Austin, TX",Full-Time,10/23/2023,11/6/2023,102652
2023-2024,Operations,Business/Finance,Business Clerk (Shared),2023-7850,Mid-Year Vacancy,Filled,Business Clerk - IDEA Austin (Immediate Opening),1,0,Austin Regional Office,"Greater Austin, TX",Full-Time,9/19/2023,10/5/2023,102460
2023-2024,Instructional,Teaching - Math,Teacher: 9-12 Math,2023-7855,Mid-Year Vacancy,Filled,Geometry Pre-AP Teacher - IDEA Tres Lagos College Prep (Immediate Opening),1,0,IDEA Tres Lagos College Prep,"Upper Rio Grande Valley, TX",Full-Time,9/15/2023,9/26/2023,95423
2023-2024,Instructional,Teaching - Other,Teacher (College Prep): Interventionist,2023-7856,Mid-Year Vacancy,Filled,Interventionist Teacher - IDEA River Bluff College Prep (Immediate Opening),1,0,IDEA River Bluff College Prep,"Jacksonville, FL",Full-Time,10/30/2023,11/3/2023,2739
2023-2024,Instructional,Teaching - Math,Teacher: 1-5 Math,2023-7858,Mid-Year Vacancy,Filled,3rd Grade Math Teacher - IDEA Elsa Academy (Immediate Opening),1,0,IDEA Elsa Academy,"Mid Rio Grande Valley, TX",Full-Time,9/15/2023,10/2/2023,98229
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-7859,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Alamo (Immediate Opening),1,0,IDEA Alamo,"Mid Rio Grande Valley, TX",Full-Time,10/10/2023,10/22/2023,90204
2023-2024,Instructional,Administrative Support,Testing Coordinator (College Prep),2023-7862,Mid-Year Vacancy,Filled,Testing Coordinator - IDEA Elsa College Prep (Immediate Opening),1,0,IDEA Elsa College Prep,"Mid Rio Grande Valley, TX",Full-Time,9/15/2023,9/26/2023,96978
2023-2024,Instructional,Para-Professional - Special Education,Co-Teacher (College Prep): RISE,2023-7863,Mid-Year Vacancy,Filled,Special Education RISE Co-Teacher - IDEA Elsa College Prep (Immediate Opening),1,0,IDEA Elsa College Prep,"Mid Rio Grande Valley, TX",Full-Time,9/18/2023,10/13/2023,92008
2023-2024,Operations,Transportation,Bus Driver (Shared),2023-7866,Mid-Year Vacancy,Filled,Bus Driver - IDEA Palmview (Immediate Opening),1,0,IDEA Palmview,"Upper Rio Grande Valley, TX",Full-Time,9/15/2023,9/20/2023,102655
2023-2024,Instructional,Teaching - Other,Teacher: Spanish,2023-7867,Mid-Year Vacancy,Filled,Spanish II Teacher - IDEA Mesa Hills College Prep (Immediate Opening),1,0,IDEA Mesa Hills College Prep,"El Paso, TX",Full-Time,9/18/2023,9/28/2023,93529
2023-2024,Operations,Child Nutrition Program,Food Service Specialist (Shared),2023-7868,Mid-Year Vacancy,Filled,Food Service Specialist - IDEA Palmview (Immediate Opening),1,0,IDEA Palmview,"Upper Rio Grande Valley, TX",Full-Time,9/15/2023,10/3/2023,101691
